Sir Robert Brudenell,10001693
Sir Brudenell,10001693
Robert Brudenell,10001693
Joan Cooke,10002777
Joan Cooke,10002777
Leonard Dacre,10003204
Leonard Dacre,10003204
Ignatius Browne,10001644
Ignatius Brown,10001644
Ignatius Browne,10001644
Stephen Bryan,10001703
Stephen Bryan,10001703
Richard Brownlow,10001674
Richard Brownlow,10001674
Peter Henry Bruce,10001687
Peter Henry,10001687
Peter Henry Bruce,10001687
Noel Broxholme,10001677
Noel Broxholme,10001677
Gordon O'Neill,10009051
Gordon O'Neill,10009051
Meiler Magrath,10007864
Meiler Magrath,10007864
Katherine Astley,10000369
Katherine Champernowne,10000369
Katherine Astley,10000369
John Stanbridge,10011447
John Stanbridge,10011447
Robert Plot,10009767
Robert Plot,10009767
William Aird,10000087
William Aird,10000087
John Guthrie,10005313
John Guthrie,10005313
William Massey,10008069
William Massey,10008069
Joseph Aickin,10000081
Joseph Aickin,10000081
Charles Boit,10001238
Charles Boit,10001238
Francis Hubert,10006316
Sir Francis,10006316
Sir Francis Hubert,10006316
Sir Hubert,10006316
Francis Hubert,10006316
Gerard Lowther,10007637
Sir Gerard,10007637
Sir Gerard Lowther,10007637
Sir Lowther,10007637
Gerard Lowther,10007637
Guy Miege,10008277
Guy Miege,10008277
James Burns,10001814
James Burns,10001814
Ralph Wrenn,10013142
Ralph Wrenn,10013142
William Jumper,10006746
Sir William,10006746
Sir William Jumper,10006746
Sir Jumper,10006746
William Jumper,10006746
John Jubbes,10006742
John Jubbes,10006742
Robert Wydow,10013189
Robert Wydow,10013189
George Burroughs,10001821
George Burroughs,10001821
Henry Grove,10005269
Henry Grove,10005269
Edmund Burwell,10001839
Edmund Burwell,10001839
Nicholas Burwell,10001842
Nicholas Burwell,10001842
Thomas Burwell,10001843
Thomas Burwell,10001843
George Wilson,10012971
George Wilson,10012971
Ralph Greatorex,10005145
Ralph Greatorex,10005145
Henry Burnell,10001803
Henry Burnell,10001803
William Cadell,10001915
William Cadell,10001915
Henry Bold,10001239
Henry Bold,10001239
Salusbury Cade,10001914
Salusbury Cade,10001914
William Cartwright,10002153
William Cartwright,10002153
Richard Verney,10012325
Richard Verney,10012325
Richard Verney Baron Willoughby de Broke,10012325
Edward Michelborne,10008244
Sir Edward,10008244
Sir Edward Michelborne,10008244
Sir Michelborne,10008244
Edward Michelborne,10008244
Michael Butterfield,10001886
Michael Butterfield,10001886
Katherine Paston,10009406
Katherine Knyvett,10009406
Katherine Paston,10009406
Mary Caesar,10001923
Mary Caesar,10001923
Sir Coplestone Bampfylde,10000591
Sir Coplestone Bampfield,10000591
Sir Coplestone,10000591
Sir Coplestone Bampfylde,10000591
Sir Bampfylde,10000591
Coplestone Bampfylde,10000591
Daniel Blagrave,10001138
Daniel Blagrave,10001138
John Hurrion,10006404
